,DBA,PHONE,Unnamed: 0,google_categories,google_price_level,google_rating,loc,yelp_categories,yelp_rating,yelp_review_count
1552,BAR CATALINA,2125414000,,,,4.9,"675 9TH AVE, MANHATTAN, NY, 10036 US",,,
1553,BAR CENTRALE,2125813130,,,2.0,4.5,"322 WEST   46 STREET, MANHATTAN, NY, 10036 US",,,
1554,BAR CHORD,3474137377,,,,4.4,"1008 CORTELYOU ROAD, BROOKLYN, NY, 11218 US",,,
1555,BAR CHUKO,3474259570,,,1.0,4.0,"565 VANDERBILT AVE, BROOKLYN, NY, 11238 US",,,
1556,BAR COASTAL,2122886635,,,1.0,4.0,"1495 1 AVENUE, MANHATTAN, NY, 10075 US",,,
1557,BAR CORVO,7182300940,,,2.0,4.2,"791 WASHINGTON AVENUE, BROOKLYN, NY, 11238 US",,,
1558,BAR CYRK NYC,2123212975,,,3.0,4.3,"50 HUDSON ST, MANHATTAN, NY, 10013 US",,,
1559,BAR DU BOULEVARD RESTAURANT,3479842342,,,,,"1347 FLATBUSH AVE, BROOKLYN, NY, 11210 US",,,
1560,BAR GARDEN,2124656273,,,3.0,4.8,"4 PENN PLZ, MANHATTAN, NY, 10121 US",,,
1561,BAR GOTO,2124754411,,,3.0,4.6,"245 ELDRIDGE ST, MANHATTAN, NY, 10002 US",,,
1562,BAR GREAT HARRY,7182221103,,,2.0,4.3,"280 SMITH STREET, BROOKLYN, NY, 11231 US",,,
1563,BAR HUGO,2126081211,,,3.0,4.4,"523 GREENWICH ST, MANHATTAN, NY, 10013 US",,,
1564,BAR ITALIA,9175466676,,,3.0,3.8,"768 MADISON AVENUE, MANHATTAN, NY, 10065 US",,,
1565,BAR MATCHLESS,7183835333,,,1.0,3.9,"557 MANHATTAN AVENUE, BROOKLYN, NY, 11222 US",,,
1566,BAR MISHIMA,2125881089,,,,,"212 EAST   52 STREET, MANHATTAN, NY, 10022 US",,,
1567,BAR NONE,2127776663,,,,3.4,"98 3 AVENUE, MANHATTAN, NY, 10003 US",,,
1568,BAR OMAR,7183880411,,,,4.7,"188 GRAND ST, BROOKLYN, NY, 11211 US",,,
1569,BAR OYSTERS,3473350446,,,,,"298 BEDFORD AVENUE, BROOKLYN, NY, 11249 US",,,
1570,BAR PITTI,2129823300,,,2.0,3.8,"268 6 AVENUE, MANHATTAN, NY, 10014 US",,,
1571,BAR PRIMA,6469186917,,,3.0,4.7,"331 E 81ST ST, MANHATTAN, NY, 10028 US",,,
1572,BAR PRIMI,6464427860,,,2.0,4.2,"325 BOWERY, MANHATTAN, NY, 10003 US",,,
1573,BAR SAN MIGUEL,7188222490,,,,4.5,"307 SMITH ST, BROOKLYN, NY, 11231 US",,,
1574,BAR SEPIA,7183996680,,,,4.5,"234 UNDERHILL AVENUE, BROOKLYN, NY, 11238 US",,,
1575,BAR SIX,2126911363,,,2.0,4.1,"502 6 AVENUE, MANHATTAN, NY, 10011 US",,,
1576,BAR SUZETTE,2062250663,,,,,"230 PARK AVE, MANHATTAN, NY, 10169 US",,,
1577,BAR SUZETTE CREPERIE,9172077552,,,,3.8,"425 WEST   15 STREET, MANHATTAN, NY, 10011 US",,,
1578,BAR TABAC,7189230918,,,2.0,4.1,"128 SMITH STREET, BROOKLYN, NY, 11201 US",,,
1579,BAR TANO,7184993400,,,2.0,4.1,"457 THRID AVENUE, BROOKLYN, NY, 11215 US",,,
1580,BAR TOTO,7187684698,,,2.0,4.1,"411 11 STREET, BROOKLYN, NY, 11215 US",,,
1581,BAR TRUMAN,9176132058,,,,,"75 9th AVE, MANHATTAN, NY, 10011 US",,,
1582,BAR UNI,2127297472,,,,4.3,"674 MANHATTAN AVE, BROOKLYN, NY, 11222 US",,,
1583,BAR VELOCE,9178341687,,,,,"000 JFK AIRPORT, QUEENS, NY, 11430 US",,,
1584,BAR VIRAGE,2122530425,,,2.0,4.0,"118 2 AVENUE, MANHATTAN, NY, 10003 US",,,
1585,BAR WORKS,6466883279,,,,5.0,"47 7TH AVE S, MANHATTAN, NY, 10014 US",,,
1586,BAR/BALL PARK,2125656273,,,,,"4 PENN PLZ, MANHATTAN, NY, 10121 US",,,
1587,BARAKA BUFFET,2124913502,,,,,"2546 FREDERICK DOUGLASS BOULEVARD, MANHATTAN, NY, 10030 US",,,
1588,BARANO,3472970013,,,,,"26 BROADWAY, BROOKLYN, NY, 11249 US",,,
1589,BARAWINE,6467564154,,,2.0,4.1,"27 W 120TH ST, MANHATTAN, NY, 10027 US",,,
1590,BARBALU,6469186565,,,,4.2,"225 FRONT STREET, MANHATTAN, NY, 10038 US",,,
1591,BARBARA BLUM RESIDENCE / GOOD SHEPHERD SERVICES,7188325738,,,,,"262 9 STREET, BROOKLYN, NY, 11215 US",,,
1592,BARBARESCO,2125172288,,,3.0,3.6,"843 LEXINGTON AVENUE, MANHATTAN, NY, 10065 US",,,
1593,BARBASSO,2125108356,,,,,"235 WEST 56TH STREET, MANHATTAN, NY, 10019 US",,,
1594,BARBES,3474220248,,,,,"376 NINTH STREET, BROOKLYN, NY, 11215 US",,,
1595,BARBETTA RESTAURANT,2122469171,,,3.0,4.3,"319321 323 W. 46TH ST., MANHATTAN, NY, 10036 US",,,
1596,BARBONCINO,7184838834,,,2.0,4.4,"781 FRANKLIN AVENUE, BROOKLYN, NY, 11238 US",,,
1597,BARBOUNIA,2129950242,,,3.0,4.0,"250 PARK AVENUE SOUTH, MANHATTAN, NY, 10003 US",,,
1598,BARBUTO,2129249700,,,3.0,4.2,"775 WASHINGTON STREET, MANHATTAN, NY, 10014 US",,,
1599,BARCADE,7183026464,,,2.0,4.4,"388 UNION AVENUE, BROOKLYN, NY, 11211 US",,,
1600,BARCELONA BAR,2122453212,,,1.0,4.2,"923 8 AVENUE, MANHATTAN, NY, 10019 US",,,
1601,BARCELONA BITES GASTRO CLUB,3473024807,,,,4.0,"220 W 242ND ST, BRONX, NY, 10471 US",,,
1602,BARCEY'S COFFEE,7184848183,,,1.0,4.2,"140 ST NICHOLAS AVENUE, BROOKLYN, NY, 11237 US",,,
1603,BARCIBO ENOTECA,2125952805,,,3.0,4.1,"2020 BROADWAY, MANHATTAN, NY, 10023 US",,,
1604,BARCLAY STREET CAFE,2127766210,,,,3.7,"245 GREENWICH ST, MANHATTAN, NY, 10007 US",,,
1605,BARCLAY'S CAPITAL,2125262181,,,,4.6,"745 7 AVENUE, MANHATTAN, NY, 10019 US",,,
1606,BARCLAYS  CLIENT DINING ROOM,2125262159,,,,,"745 7 AVENUE, MANHATTAN, NY, 10019 US",,,
1607,BARD BASEMENT FACULTY KITCHEN,6464262582,,,,,"50 HAVEN AVENUE, MANHATTAN, NY, 10032 US",,,
1608,BAREBURGER,2126792273,,,2.0,4.2,"514 3 AVENUE, MANHATTAN, NY, 10016 US",,,
1609,BAREPLANET CAFE,2126506771,,,,,"0 138 ST & AMSTERDAM AVE, MANHATTAN, NY, 10031 US",,,
1610,BARFLY,2124739660,,,2.0,4.0,"244 3RD AVE, MANHATTAN, NY, 10010 US",,,
1611,BARI SANDWICH SHOP,7187650170,,,,4.4,"135 58 STREET, BROOKLYN, NY, 11220 US",,,
1612,BARI'S PIZZA,7187483671,,,,3.1,"8619 4 AVENUE, BROOKLYN, NY, 11209 US",,,
1613,BARI'S PIZZA & PASTA RESTAURANT,7188760002,,,,4.2,"596 BAY STREET, STATEN ISLAND, NY, 10304 US",,,
1614,BARILLA RESTAURANTS,2128477171,,,,3.8,"108 W 32ND ST, MANHATTAN, NY, 10001 US",,,
1615,BARIO'S @ RICHMOND COUNTY SPORTS COMPLEX,7188015465,,,,,"1400 TRAVIS AVE, STATEN ISLAND, NY, 10314 US",,,
1616,BARIOS PIZZA & RESTAURANT,7183700100,,,2.0,3.6,"446 NOME AVENUE, STATEN ISLAND, NY, 10314 US",,,
1617,BARISTA,7184121021,,,,4.4,"1111 44TH RD, QUEENS, NY, 11101 US",,,
1618,BARISTA VERACE PIZZA & CAFE,9178326261,,,,4.9,"9244 QUEENS BLVD, QUEENS, NY, 11374 US",,,
1619,BARKING DOG LUNCHEONETTE,2128311800,,,2.0,3.6,"1678 3 AVENUE, MANHATTAN, NY, 10128 US",,,
1620,BARKING DOG RESTAURANT,2128613600,,,2.0,3.7,"1453 YORK AVENUE, MANHATTAN, NY, 10075 US",,,
1621,BARKOGI,2123088810,,,2.0,3.6,"957 2 AVENUE, MANHATTAN, NY, 10022 US",,,
1622,BARLEY,7183492340,,,,4.4,"1025 MANHATTAN AVENUE, BROOKLYN, NY, 11222 US",,,
1623,BARLEY & GRAIN,6463603231,,,2.0,3.9,"421 AMSTERDAM AVE, MANHATTAN, NY, 10024 US",,,
1624,BARLEYCORN,2129331506,,,2.0,3.8,"23 PARK PL, MANHATTAN, NY, 10007 US",,,
1625,BARMASA / MASA,2128239828,,,4.0,4.4,"10 COLUMBUS CIRCLE, MANHATTAN, NY, 10019 US",,,
1626,BARN JOO,6463989663,,,2.0,4.1,"35 UNION SQ W, MANHATTAN, NY, 10003 US",,,
1627,BARN JOO 35,2125644430,,,,4.4,"34 W 35TH ST, MANHATTAN, NY, 10001 US",,,
1628,BARNACHO,2128329426,,,,4.4,"920 2ND AVE, MANHATTAN, NY, 10017 US",,,
1629,BARNES & NOBLE CAFE,2125875389,,,2.0,4.3,"97 WARREN STREET, MANHATTAN, NY, 10007 US",,,
1630,BARNEY BROWN,2126349114,,,,,"822 AVENUE OF THE AMERICAS, MANHATTAN, NY, 10001 US",,,
1631,BARNEY GREENGRASS,2127244707,,,2.0,4.1,"541 AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
1632,BARON'S,7182307100,,,2.0,4.1,"564 DEKALB AVE, BROOKLYN, NY, 11205 US",,,
1633,BAROQUE,7182742777,,,,3.5,"1944 STEINWAY ST, QUEENS, NY, 11105 US",,,
1634,BAROSA BRICK OVEN,7184241455,,,2.0,3.9,"6229 WOODHAVEN BOULEVARD, QUEENS, NY, 11374 US",,,
1635,BARRACA/MACONDO,2124620080,,,,,"81 GREENWICH AVENUE, MANHATTAN, NY, 10014 US",,,
1636,BARRACUDA BAR,2126458613,,,,3.5,"275 WEST   22 STREET, MANHATTAN, NY, 10011 US",,,
1637,BARRAGE,2125869390,,,,4.2,"401 WEST   47 STREET, MANHATTAN, NY, 10036 US",,,
1638,BARRANQUILLA BAKERY & RESTAURANT,7184781888,,,,4.8,"3448 JUNCTION BOULEVARD, QUEENS, NY, 11372 US",,,
1639,BARRE CAFE AT STEPS,2128742410,,,,3.9,"2121 BROADWAY, MANHATTAN, NY, 10023 US",,,
1640,BARREL & FARE,9179091088,,,,3.7,"494 4TH AVE, BROOKLYN, NY, 11215 US",,,
1641,BARRILES RESTAURANT AND SPORTS BAR,3476491511,,,,,,,,
1642,BARRIO 47,2122553900,,,2.0,4.1,"47 8 AVENUE, MANHATTAN, NY, 10014 US",,,
1643,BARRIO CHINO,2122286710,,,2.0,4.2,"253 BROOME STREET, MANHATTAN, NY, 10002 US",,,
1644,BARROW STREET ALEHOUSE,2126916127,,,2.0,3.7,"15 BARROW STREET, MANHATTAN, NY, 10014 US",,,
1645,BARROW'S PUB,2127419349,,,,4.1,"463 HUDSON STREET, MANHATTAN, NY, 10014 US",,,
1646,BARRY'S BOOTCAMP,9173883635,,,,4.8,"1216 2ND AVE, MANHATTAN, NY, 10065 US",,,
1647,BARRY'S BOOTCAMP FUEL BAR,6465695310,,,,4.9,"1 YORK ST, MANHATTAN, NY, 10013 US",,,
1648,BARRY'S BOOTCAMP NOHO,2122604777,,,,4.8,"419 LAFAYETTE ST, MANHATTAN, NY, 10003 US",,,
1649,BARRY'S BOOTCAMP PARK AVE SOUTH,9176757158,,,,4.9,"107 E 27TH ST, MANHATTAN, NY, 10016 US",,,
1650,BARRY'S RESTAURANT,3476037507,,,,,"707 EAST  235 STREET, BRONX, NY, 10466 US",,,
1651,BARRYS BOOTCAMP,6465592721,,,,4.8,"135 W 20TH ST, MANHATTAN, NY, 10011 US",,,
1652,BARTOLINO'S FINE ITALIAN PIZZA,3477306573,,,2.0,4.2,"3411 BROADWAY, QUEENS, NY, 11106 US",,,
1653,BARTOLINO'S RISTORANTE,7187287522,,,,4.5,"3415 BROADWAY, QUEENS, NY, 11106 US",,,
1654,BARTOW PIZZA,7186717898,,,,3.0,"2045 BARTOW AVE, BRONX, NY, 10475 US",,,
1655,BARZINHO,9176356911,,,,4.0,"48 HESTER STREET, MANHATTAN, NY, 10002 US",,,
1656,BARZOLA'S RESTAURANT III,7182056900,,,,,"9212 37 AVENUE, QUEENS, NY, 11372 US",,,
1657,BASAK CHICKEN,7183538484,,,,4.6,"17107 NORTHERN BLVD, QUEENS, NY, 11358 US",,,
1658,BASCOM CATERING & EVENTS,7185424824,,,,,"940 GARRISON AVENUE, BRONX, NY, 10474 US",,,
1659,BASERA INDIAN BISTRO,2127579787,,,2.0,3.9,"745 9 AVENUE, MANHATTAN, NY, 10019 US",,,
1660,BASERA RESTAURANT,7184242014,,,,3.0,"7414 37TH RD, QUEENS, NY, 11372 US",,,
1661,BASES LOADED SPORTS BAR,7188298500,,,,3.6,"2997 WESTCHESTER AVE, BRONX, NY, 10461 US",,,
1662,BASICS CAFETERIA,7188615650,,,,,"1064 FRANKLIN AVENUE, BRONX, NY, 10456 US",,,
1663,BASIK,3478897597,,,1.0,4.4,"323 GRAHAM AVENUE, BROOKLYN, NY, 11211 US",,,
1664,BASIL,7182858777,,,3.0,3.7,"268 KINGSTON AVENUE, BROOKLYN, NY, 11213 US",,,
1665,BASILE PIZZA,7188550405,,,,3.8,"1728 2ND AVE, MANHATTAN, NY, 10128 US",,,
1666,BASILIO'S INN RESTAURANT,7187206835,,,2.0,4.3,"6 GALESVILLE COURT, STATEN ISLAND, NY, 10305 US",,,
1667,BASKIN ROBBINS,7182728395,,,,,"11112 FLATLAND AVENUE, BROOKLYN, NY, 11207 US",,,
1668,BASSANOVA RAMEN,2123342100,,,1.0,4.1,"76 MOTT ST, MANHATTAN, NY, 10013 US",,,
1669,BASSETT CATERERS,7183329000,,,,4.6,"1404 AVENUE X, BROOKLYN, NY, 11235 US",,,
1670,BASSO56,2122652610,,,3.0,4.5,"234 WEST 56 STREET, MANHATTAN, NY, 10019 US",,,
1671,BASTA PASTA RESTAURANT,2123660888,,,2.0,4.2,"37 WEST 17 STREET, MANHATTAN, NY, 10011 US",,,
1672,BASURERO,7185457077,,,2.0,3.8,"3217 STEINWAY STREET, QUEENS, NY, 11103 US",,,
1673,BATARD,2122192777,,,,,"239 WEST BROADWAY, MANHATTAN, NY, 10013 US",,,
1674,BATATA,3475991260,,,,4.7,"3021 FORT HAMILTON PKWY, BROOKLYN, NY, 11218 US",,,
1675,BATEAUX NEW YORK,2127277735,,,,4.1,"62 WEST 23 STREET - CHELSEA PIER, MANHATTAN, NY, 10011 US",,,
1676,BATH BEACH DINER,7182660600,,,2.0,3.9,"2028 BATH AVENUE, BROOKLYN, NY, 11214 US",,,
1677,BATI,7187979696,,,2.0,4.0,"747 FULTON STREET, BROOKLYN, NY, 11217 US",,,
1678,BATTERSBY,7188528321,,,3.0,4.4,"255 SMITH STREET, BROOKLYN, NY, 11231 US",,,
1679,BATTERY GARDENS RESTAURANT,2128095508,,,,,"1 BATTERY PARK PLAZA, MANHATTAN, NY, 10004 US",,,
1680,BATTERY HARRIS,7183848900,,,2.0,3.9,"64 FROST ST, BROOKLYN, NY, 11211 US",,,
1681,BAVARIA BIERHOUSE,2124808142,,,2.0,3.8,"19 S WILLIAM ST, MANHATTAN, NY, 10004 US",,,
1682,BAWARCHI INDIAN CUISINE,2122897700,,,,,"1546 MADISON AVE, MANHATTAN, NY, 10029 US",,,
1683,BAY BAGELS,7189753123,,,,4.4,"6302 BAY PARKWAY, BROOKLYN, NY, 11204 US",,,
1684,BAY CLUB RESTAURANT,7186315545,,,,4.0,"2 BAY CLUB DRIVE, QUEENS, NY, 11360 US",,,
1685,BAY DINER CAFE,7187152466,,,,4.8,"535 86TH ST, BROOKLYN, NY, 11209 US",,,
1686,BAY HOUSE BISTRO,7185560480,,,,4.1,"574 BAY ST, STATEN ISLAND, NY, 10304 US",,,
1687,BAY LEAF INDIAN FOOD,7185766937,,,2.0,3.8,"561 FLATBUSH AVE, BROOKLYN, NY, 11225 US",,,
1688,BAY MARKET KITCHEN,9293053838,,,,3.8,"850 3RD AVE, BROOKLYN, NY, 11232 US",,,
1689,BAY PLAZA JAVA,7183797700,,,,1.0,"200 BAYCHESTER AVE, BRONX, NY, 10475 US",,,
1690,BAY RIDGE CAFE,3475606327,,,,4.3,"6802 4TH AVE, BROOKLYN, NY, 11220 US",,,
1691,BAY RIDGE DINER,7189210266,,,2.0,3.9,"8017 5 AVENUE, BROOKLYN, NY, 11209 US",,,
1692,BAY RIDGE MANOR CATERING,7187488855,,,,3.9,"476 76 STREET, BROOKLYN, NY, 11209 US",,,
1693,BAY RIDGE PUBLIC HOUSE,7187459653,,,,,"8309 5 AVENUE, BROOKLYN, NY, 11209 US",,,
1694,BAY SUSHI,7188363083,,,,4.5,"29 BAY RIDGE AVENUE, BROOKLYN, NY, 11220 US",,,
1695,BAY TERRACE POOL & TENNIS CENTER,7184236111,,,,3.7,"21200 23 AVENUE, QUEENS, NY, 11360 US",,,
1696,BAY TERRACE POOL CLUB,7184280100,,,,4.0,"21714 24 AVENUE, QUEENS, NY, 11360 US",,,
1697,BAY THAI RESTAURANT,7187489354,,,2.0,4.4,"6735 3RD AVE, BROOKLYN, NY, 11220 US",,,
1698,BAYA BOWLS,9172328239,,,,4.9,"9417 3RD AVE, BROOKLYN, NY, 11209 US",,,
1699,BAYARD BO KY RESTAURANT,2124062292,,,,4.2,"78-80 BAYARD ST, MANHATTAN, NY, 10013 US",,,
1700,BAYARD'S ALEHOUSE,2129890313,,,2.0,4.1,"533 HUDSON STREET, MANHATTAN, NY, 10014 US",,,
1701,BAYARDS ALE HOUSE,2125187582,,,,3.8,"1589 1ST AVE, MANHATTAN, NY, 10028 US",,,
1702,BAYBRIDGE SZECHUAN RESTAURANT,7183528800,,,,,"20806 08 CROSSISLAND PW, QUEENS, NY, 11360 US",,,
1703,BAYHOUSE,7185277575,,,2.0,4.2,"15557 BAYVIEW AVENUE, QUEENS, NY, 11422 US",,,
1704,BAYIIRI,7184844602,,,,5.0,"1518 MACOMBS RD, BRONX, NY, 10452 US",,,
1705,BAYOU,7182734383,,,2.0,4.3,"1072 BAY STREET, STATEN ISLAND, NY, 10305 US",,,
1706,BAYRIDGE PIZZA,7186805405,,,1.0,4.2,"7704 5 AVENUE, BROOKLYN, NY, 11209 US",,,
1707,BAYRIDGE SUSHI,7184910662,,,2.0,4.1,"6914 3RD AVE, BROOKLYN, NY, 11209 US",,,
1708,BAYSDIE CHICKEN LOVERS,7182258482,,,1.0,4.3,"21509 NORTHERN BLVD, QUEENS, NY, 11361 US",,,
1709,BAYSIDE DINER,7182290242,,,2.0,3.8,"20707 NORTHERN BOULEVARD, QUEENS, NY, 11361 US",,,
1710,BAYSIDE MARINA SNACK BAR,7182290097,,,,,"2805 CROSS ISLAND PARKWAY, QUEENS, NY, 11360 US",,,
1711,BAYVIEW,7189452525,,,2.0,3.6,"25 VAN BRUNT RD, QUEENS, NY, 11693 US",,,
1712,BAZ BAGEL  AND RESTAURANT,9176933846,,,1.0,4.2,"181 GRAND ST, MANHATTAN, NY, 10013 US",,,
1713,BB CHA,7187553329,,,,3.7,"161 HAVEMEYER ST, BROOKLYN, NY, 11211 US",,,
1714,BBQ CHICKEN,7184280300,,,2.0,3.7,"25116 NORTHERN BOULEVARD, QUEENS, NY, 11362 US",,,
1715,BBQ OLIVE CHICKEN,2129678093,,,,4.3,"25 W 32ND ST, MANHATTAN, NY, 10001 US",,,
1716,BBQ VILLAGE,7182989099,,,,4.0,"18112 HILLSIDE AVE, QUEENS, NY, 11432 US",,,
1717,BCAKENY,3477877199,,,,4.3,"702 WASHINGTON AVENUE, BROOKLYN, NY, 11238 US",,,
1718,BCD TOFU HOUSE,2129671900,,,2.0,4.2,"5 WEST   32 STREET, MANHATTAN, NY, 10001 US",,,
1719,BE JUICE,6469227528,,,,4.2,"121 UNIVERSITY PL, MANHATTAN, NY, 10003 US",,,
1720,BEA,2126021910,,,2.0,4.4,"403 W 43RD STREET, MANHATTAN, NY, 10036 US",,,
1721,BEACH BAGEL,7184741512,,,,4.9,"438 BEACH 129TH ST, QUEENS, NY, 11694 US",,,
1722,BEACH BAR,3477134117,,,,4.5,"2722 GERRITSEN AVE, BROOKLYN, NY, 11229 US",,,
1723,BEACH BISTRO 96,7184746000,,,,4.7,"9519 ROCKAWAY BEACH BLVD, QUEENS, NY, 11693 US",,,
1724,BEACH CAFE,2129887299,,,2.0,3.7,"1326 2 AVENUE, MANHATTAN, NY, 10021 US",,,
1725,BEACH CAFE (Kingsborough Community College U building),7183685959,,,,4.1,"2001 ORIENTAL BOULEVARD, BROOKLYN, NY, 11235 US",,,
1726,BEACH CHANNEL FOOD,7184143879,,,,,"1304 BEACH CHANNEL DR, QUEENS, NY, 11691 US",,,
1727,BEACH STREET EATERY,7184404636,,,3.0,4.7,"57 BEACH STREET, MANHATTAN, NY, 10013 US",,,
1728,BEACON BAR,2127871100,,,,,"2130 BROADWAY, MANHATTAN, NY, 10023 US",,,
1729,BEACON THEATRE,2123248015,,,3.0,4.5,"2124 BROADWAY, MANHATTAN, NY, 10023 US",,,
1730,BEAN ME,2128101700,,,,5.0,"884 9TH AVE, MANHATTAN, NY, 10019 US",,,
1731,BEAN N BEAN,2124228083,,,,4.1,"71 BROADWAY, MANHATTAN, NY, 10006 US",,,
1732,BEAN N BEAN COFFEE,6468692070,,,,4.3,"320 8TH AVE, MANHATTAN, NY, 10001 US",,,
1733,BEAN POST PUB,7187459413,,,1.0,4.3,"7525 5 AVENUE, BROOKLYN, NY, 11209 US",,,
1734,BEAN SQUARE,7184238083,,,,4.3,"21021 NORTHERN BLVD, QUEENS, NY, 11361 US",,,
1735,BEAN Y VINO,9172174840,,,,4.8,"153 E 104TH ST, MANHATTAN, NY, 10029 US",,,
1736,BEANER COFFEE BAR,9175789662,,,,5.0,"447 GRAHAM AVENUE, BROOKLYN, NY, 11211 US",,,
1737,BEANOCCHIOS CAFE,2128618060,,,1.0,4.1,"1431 YORK AVENUE, MANHATTAN, NY, 10021 US",,,
1738,BEANS & GREENS,2126334330,,,,5.0,"121 W 19TH ST, MANHATTAN, NY, 10011 US",,,
1739,BEANS AND LEAVES,7184480276,,,,4.3,"422 FOREST AVENUE, STATEN ISLAND, NY, 10301 US",,,
1740,BEANS AND VINES,2125442326,,,2.0,4.5,"4842 BROADWAY, MANHATTAN, NY, 10034 US",,,
1741,BEARCAT COFFEE & BAR,9179090451,,,,4.5,"150 MANHATTAN AVE, BROOKLYN, NY, 11206 US",,,
1742,BEARD PAPA'S CREAM PUFFS,2127993770,,,,4.5,"2167 BROADWAY, MANHATTAN, NY, 10024 US",,,
1743,BEARDED LADY,4692327333,,,1.0,4.5,"686 WASHINGTON AVENUE, BROOKLYN, NY, 11238 US",,,
1744,BEAST AND BOTTLES,7188553158,,,3.0,4.7,"151 ATLANTIC AVE, BROOKLYN, NY, 11201 US",,,
1745,BEAST OF BOURBON,3477899901,,,,4.1,"710 MYRTLE AVE, BROOKLYN, NY, 11205 US",,,
1746,BEAUTIFUL MEMORY DESSERT,2127881888,,,,4.5,"69A BAYARD STREET, MANHATTAN, NY, 10013 US",,,
1747,BEAUTIFUL PARADISE RESTAURANT,3473408973,,,,,"2362 JEROME AVE, BRONX, NY, 10468 US",,,
1748,BEAUTIFULLY NATURAL,9293956568,,,,,"3411 CRESCENT ST, QUEENS, NY, 11106 US",,,
1749,BEAUTIQUE,2127531200,,"[[u'night_club', u'bar', u'restaurant', u'food', u'point_of_interest', u'establishment']]",3.0,3.9,"8 W 58TH ST, MANHATTAN, NY, 10019 US",,,
